,Completed,Height,SAM,MAM (kg >),MAM (kg <=),Normal (kg >),Normal (kg <=),Overweight (kg >),Overweight (kg <),Obese
969,Girl 2 - 5 yrs,99.3,11.6,11.6,12.61,12.61,18.135,18.135,20.028,20.028
970,Girl 2 - 5 yrs,99.4,11.621,11.621,12.633,12.633,18.17,18.17,20.068,20.068
971,Girl 2 - 5 yrs,99.5,11.642,11.642,12.655,12.655,18.205,18.205,20.107,20.107
972,Girl 2 - 5 yrs,99.6,11.663,11.663,12.679,12.679,18.239,18.239,20.146,20.146
973,Girl 2 - 5 yrs,99.7,11.684,11.684,12.702,12.702,18.275,18.275,20.186,20.186
974,Girl 2 - 5 yrs,99.8,11.705,11.705,12.725,12.725,18.31,18.31,20.226,20.226
975,Girl 2 - 5 yrs,99.9,11.726,11.726,12.748,12.748,18.345,18.345,20.265,20.265
976,Girl 2 - 5 yrs,100,11.747,11.747,12.771,12.771,18.381,18.381,20.305,20.305
977,Girl 2 - 5 yrs,100.1,11.768,11.768,12.795,12.795,18.417,18.417,20.345,20.345
978,Girl 2 - 5 yrs,100.2,11.79,11.79,12.818,12.818,18.452,18.452,20.385,20.385
979,Girl 2 - 5 yrs,100.3,11.811,11.811,12.842,12.842,18.488,18.488,20.426,20.426
980,Girl 2 - 5 yrs,100.4,11.832,11.832,12.865,12.865,18.524,18.524,20.466,20.466
981,Girl 2 - 5 yrs,100.5,11.854,11.854,12.889,12.889,18.561,18.561,20.507,20.507
982,Girl 2 - 5 yrs,100.6,11.875,11.875,12.913,12.913,18.597,18.597,20.548,20.548
983,Girl 2 - 5 yrs,100.7,11.897,11.897,12.937,12.937,18.633,18.633,20.588,20.588
984,Girl 2 - 5 yrs,100.8,11.919,11.919,12.96,12.96,18.67,18.67,20.63,20.63
985,Girl 2 - 5 yrs,100.9,11.94,11.94,12.984,12.984,18.706,18.706,20.671,20.671
986,Girl 2 - 5 yrs,101,11.962,11.962,13.008,13.008,18.743,18.743,20.712,20.712
987,Girl 2 - 5 yrs,101.1,11.984,11.984,13.033,13.033,18.78,18.78,20.754,20.754
988,Girl 2 - 5 yrs,101.2,12.006,12.006,13.057,13.057,18.817,18.817,20.796,20.796
989,Girl 2 - 5 yrs,101.3,12.028,12.028,13.081,13.081,18.855,18.855,20.838,20.838
990,Girl 2 - 5 yrs,101.4,12.05,12.05,13.105,13.105,18.892,18.892,20.88,20.88
991,Girl 2 - 5 yrs,101.5,12.072,12.072,13.13,13.13,18.93,18.93,20.922,20.922
992,Girl 2 - 5 yrs,101.6,12.095,12.095,13.155,13.155,18.967,18.967,20.964,20.964
993,Girl 2 - 5 yrs,101.7,12.117,12.117,13.179,13.179,19.005,19.005,21.006,21.006
994,Girl 2 - 5 yrs,101.8,12.14,12.14,13.204,13.204,19.043,19.043,21.049,21.049
995,Girl 2 - 5 yrs,101.9,12.162,12.162,13.229,13.229,19.081,19.081,21.092,21.092
996,Girl 2 - 5 yrs,102,12.184,12.184,13.253,13.253,19.119,19.119,21.136,21.136
997,Girl 2 - 5 yrs,102.2,12.23,12.23,13.303,13.303,19.196,19.196,21.222,21.222
998,Girl 2 - 5 yrs,102.3,12.253,12.253,13.329,13.329,19.235,19.235,21.265,21.265
999,Girl 2 - 5 yrs,102.4,12.275,12.275,13.354,13.354,19.273,19.273,21.309,21.309
1000,Girl 2 - 5 yrs,102.5,12.298,12.298,13.379,13.379,19.312,19.312,21.352,21.352
1001,Girl 2 - 5 yrs,102.6,12.321,12.321,13.404,13.404,19.351,19.351,21.396,21.396
1002,Girl 2 - 5 yrs,102.7,12.344,12.344,13.43,13.43,19.39,19.39,21.44,21.44
1003,Girl 2 - 5 yrs,102.8,12.367,12.367,13.455,13.455,19.429,19.429,21.484,21.484
1004,Girl 2 - 5 yrs,102.9,12.391,12.391,13.481,13.481,19.469,19.469,21.529,21.529
1005,Girl 2 - 5 yrs,103,12.414,12.414,13.506,13.506,19.508,19.508,21.574,21.574
1006,Girl 2 - 5 yrs,103.1,12.437,12.437,13.532,13.532,19.548,19.548,21.618,21.618
1007,Girl 2 - 5 yrs,103.2,12.46,12.46,13.558,13.558,19.588,19.588,21.663,21.663
1008,Girl 2 - 5 yrs,103.3,12.484,12.484,13.584,13.584,19.628,19.628,21.708,21.708
1009,Girl 2 - 5 yrs,103.4,12.507,12.507,13.61,13.61,19.668,19.668,21.754,21.754
1010,Girl 2 - 5 yrs,103.5,12.531,12.531,13.636,13.636,19.708,19.708,21.799,21.799
1011,Girl 2 - 5 yrs,103.6,12.555,12.555,13.662,13.662,19.748,19.748,21.844,21.844
1012,Girl 2 - 5 yrs,103.7,12.578,12.578,13.688,13.688,19.789,19.789,21.889,21.889
1013,Girl 2 - 5 yrs,103.8,12.602,12.602,13.714,13.714,19.829,19.829,21.935,21.935
1014,Girl 2 - 5 yrs,103.9,12.626,12.626,13.741,13.741,19.87,19.87,21.981,21.981
1015,Girl 2 - 5 yrs,104,12.65,12.65,13.767,13.767,19.911,19.911,22.027,22.027
1016,Girl 2 - 5 yrs,104.1,12.674,12.674,13.793,13.793,19.952,19.952,22.074,22.074
1017,Girl 2 - 5 yrs,104.2,12.698,12.698,13.82,13.82,19.993,19.993,22.12,22.12
1018,Girl 2 - 5 yrs,104.3,12.722,12.722,13.847,13.847,20.034,20.034,22.166,22.166
1019,Girl 2 - 5 yrs,104.4,12.746,12.746,13.873,13.873,20.076,20.076,22.213,22.213
1020,Girl 2 - 5 yrs,104.5,12.77,12.77,13.9,13.9,20.117,20.117,22.26,22.26
1021,Girl 2 - 5 yrs,104.6,12.795,12.795,13.927,13.927,20.158,20.158,22.306,22.306
1022,Girl 2 - 5 yrs,104.7,12.819,12.819,13.954,13.954,20.2,20.2,22.354,22.354
1023,Girl 2 - 5 yrs,104.8,12.844,12.844,13.981,13.981,20.242,20.242,22.401,22.401
1024,Girl 2 - 5 yrs,104.9,12.868,12.868,14.008,14.008,20.284,20.284,22.449,22.449
1025,Girl 2 - 5 yrs,105,12.893,12.893,14.035,14.035,20.326,20.326,22.496,22.496
1026,Girl 2 - 5 yrs,105.1,12.917,12.917,14.063,14.063,20.369,20.369,22.544,22.544
1027,Girl 2 - 5 yrs,105.2,12.942,12.942,14.09,14.09,20.411,20.411,22.592,22.592
1028,Girl 2 - 5 yrs,105.3,12.967,12.967,14.117,14.117,20.454,20.454,22.641,22.641
1029,Girl 2 - 5 yrs,105.4,12.992,12.992,14.145,14.145,20.497,20.497,22.688,22.688
1030,Girl 2 - 5 yrs,105.5,13.017,13.017,14.173,14.173,20.54,20.54,22.737,22.737
1031,Girl 2 - 5 yrs,105.6,13.042,13.042,14.2,14.2,20.583,20.583,22.786,22.786
1032,Girl 2 - 5 yrs,105.7,13.067,13.067,14.228,14.228,20.626,20.626,22.835,22.835
1033,Girl 2 - 5 yrs,105.8,13.092,13.092,14.256,14.256,20.669,20.669,22.883,22.883
1034,Girl 2 - 5 yrs,105.9,13.117,13.117,14.284,14.284,20.713,20.713,22.933,22.933
1035,Girl 2 - 5 yrs,106.1,13.168,13.168,14.34,14.34,20.8,20.8,23.032,23.032
1036,Girl 2 - 5 yrs,106.2,13.194,13.194,14.368,14.368,20.845,20.845,23.082,23.082
1037,Girl 2 - 5 yrs,106.3,13.22,13.22,14.397,14.397,20.888,20.888,23.131,23.131
1038,Girl 2 - 5 yrs,106.4,13.245,13.245,14.425,14.425,20.933,20.933,23.181,23.181
1039,Girl 2 - 5 yrs,106.5,13.271,13.271,14.454,14.454,20.977,20.977,23.231,23.231
1040,Girl 2 - 5 yrs,106.6,13.297,13.297,14.482,14.482,21.022,21.022,23.282,23.282
1041,Girl 2 - 5 yrs,106.7,13.323,13.323,14.511,14.511,21.067,21.067,23.333,23.333
1042,Girl 2 - 5 yrs,106.8,13.349,13.349,14.54,14.54,21.111,21.111,23.383,23.383
1043,Girl 2 - 5 yrs,106.9,13.375,13.375,14.569,14.569,21.157,21.157,23.434,23.434
1044,Girl 2 - 5 yrs,107,13.401,13.401,14.598,14.598,21.202,21.202,23.485,23.485
1045,Girl 2 - 5 yrs,107.1,13.427,13.427,14.627,14.627,21.247,21.247,23.536,23.536
1046,Girl 2 - 5 yrs,107.2,13.454,13.454,14.656,14.656,21.292,21.292,23.588,23.588
1047,Girl 2 - 5 yrs,107.3,13.48,13.48,14.685,14.685,21.338,21.338,23.64,23.64
1048,Girl 2 - 5 yrs,107.4,13.507,13.507,14.715,14.715,21.384,21.384,23.691,23.691
1049,Girl 2 - 5 yrs,107.5,13.533,13.533,14.744,14.744,21.43,21.43,23.743,23.743
1050,Girl 2 - 5 yrs,107.6,13.56,13.56,14.773,14.773,21.476,21.476,23.796,23.796
1051,Girl 2 - 5 yrs,107.7,13.586,13.586,14.803,14.803,21.523,21.523,23.848,23.848
1052,Girl 2 - 5 yrs,107.8,13.614,13.614,14.833,14.833,21.569,21.569,23.9,23.9
1053,Girl 2 - 5 yrs,107.9,13.64,13.64,14.863,14.863,21.615,21.615,23.953,23.953
1054,Girl 2 - 5 yrs,108,13.667,13.667,14.892,14.892,21.662,21.662,24.006,24.006
1055,Girl 2 - 5 yrs,108.1,13.694,13.694,14.922,14.922,21.709,21.709,24.059,24.059
1056,Girl 2 - 5 yrs,108.2,13.722,13.722,14.953,14.953,21.756,21.756,24.112,24.112
1057,Girl 2 - 5 yrs,108.3,13.749,13.749,14.983,14.983,21.803,21.803,24.166,24.166
1058,Girl 2 - 5 yrs,108.4,13.776,13.776,15.013,15.013,21.851,21.851,24.219,24.219
1059,Girl 2 - 5 yrs,108.5,13.803,13.803,15.043,15.043,21.898,21.898,24.273,24.273
1060,Girl 2 - 5 yrs,108.6,13.831,13.831,15.073,15.073,21.946,21.946,24.327,24.327
1061,Girl 2 - 5 yrs,108.7,13.859,13.859,15.104,15.104,21.993,21.993,24.381,24.381
1062,Girl 2 - 5 yrs,108.8,13.886,13.886,15.135,15.135,22.041,22.041,24.435,24.435
1063,Girl 2 - 5 yrs,108.9,13.914,13.914,15.165,15.165,22.089,22.089,24.489,24.489
1064,Girl 2 - 5 yrs,109,13.942,13.942,15.196,15.196,22.138,22.138,24.544,24.544
1065,Girl 2 - 5 yrs,109.1,13.969,13.969,15.227,15.227,22.186,22.186,24.599,24.599
1066,Girl 2 - 5 yrs,109.2,13.998,13.998,15.258,15.258,22.234,22.234,24.653,24.653
1067,Girl 2 - 5 yrs,109.3,14.025,14.025,15.289,15.289,22.283,22.283,24.708,24.708
1068,Girl 2 - 5 yrs,109.4,14.053,14.053,15.32,15.32,22.332,22.332,24.764,24.764
1069,Girl 2 - 5 yrs,109.5,14.081,14.081,15.351,15.351,22.38,22.38,24.819,24.819
1070,Girl 2 - 5 yrs,109.6,14.11,14.11,15.382,15.382,22.429,22.429,24.875,24.875
1071,Girl 2 - 5 yrs,109.7,14.138,14.138,15.413,15.413,22.479,22.479,24.93,24.93
1072,Girl 2 - 5 yrs,109.8,14.166,14.166,15.445,15.445,22.528,22.528,24.986,24.986
1073,Girl 2 - 5 yrs,110,14.223,14.223,15.508,15.508,22.626,22.626,25.098,25.098
1074,Girl 2 - 5 yrs,110.1,14.251,14.251,15.539,15.539,22.676,22.676,25.154,25.154
1075,Girl 2 - 5 yrs,110.2,14.28,14.28,15.571,15.571,22.726,22.726,25.21,25.21
1076,Girl 2 - 5 yrs,110.3,14.309,14.309,15.603,15.603,22.776,22.776,25.267,25.267
1077,Girl 2 - 5 yrs,110.4,14.337,14.337,15.634,15.634,22.826,22.826,25.324,25.324
1078,Girl 2 - 5 yrs,110.5,14.366,14.366,15.666,15.666,22.876,22.876,25.381,25.381
1079,Girl 2 - 5 yrs,110.6,14.395,14.395,15.698,15.698,22.926,22.926,25.438,25.438
1080,Girl 2 - 5 yrs,110.7,14.424,14.424,15.73,15.73,22.977,22.977,25.495,25.495
1081,Girl 2 - 5 yrs,110.8,14.452,14.452,15.762,15.762,23.027,23.027,25.552,25.552
1082,Girl 2 - 5 yrs,110.9,14.481,14.481,15.794,15.794,23.078,23.078,25.61,25.61
1083,Girl 2 - 5 yrs,111,14.511,14.511,15.827,15.827,23.128,23.128,25.666,25.666
1084,Girl 2 - 5 yrs,111.1,14.54,14.54,15.859,15.859,23.179,23.179,25.724,25.724
1085,Girl 2 - 5 yrs,111.2,14.569,14.569,15.891,15.891,23.23,23.23,25.782,25.782
1086,Girl 2 - 5 yrs,111.3,14.598,14.598,15.924,15.924,23.281,23.281,25.84,25.84
1087,Girl 2 - 5 yrs,111.4,14.627,14.627,15.956,15.956,23.332,23.332,25.898,25.898
1088,Girl 2 - 5 yrs,111.5,14.657,14.657,15.989,15.989,23.383,23.383,25.956,25.956
1089,Girl 2 - 5 yrs,111.6,14.686,14.686,16.021,16.021,23.435,23.435,26.014,26.014
1090,Girl 2 - 5 yrs,111.7,14.716,14.716,16.054,16.054,23.486,23.486,26.073,26.073
1091,Girl 2 - 5 yrs,111.8,14.745,14.745,16.087,16.087,23.538,23.538,26.131,26.131
1092,Girl 2 - 5 yrs,111.9,14.775,14.775,16.119,16.119,23.59,23.59,26.19,26.19
1093,Girl 2 - 5 yrs,112,14.804,14.804,16.152,16.152,23.642,23.642,26.249,26.249
1094,Girl 2 - 5 yrs,112.1,14.834,14.834,16.185,16.185,23.694,23.694,26.308,26.308
1095,Girl 2 - 5 yrs,112.2,14.864,14.864,16.218,16.218,23.746,23.746,26.367,26.367
1096,Girl 2 - 5 yrs,112.3,14.893,14.893,16.251,16.251,23.798,23.798,26.426,26.426
1097,Girl 2 - 5 yrs,112.4,14.923,14.923,16.284,16.284,23.85,23.85,26.485,26.485
1098,Girl 2 - 5 yrs,112.5,14.953,14.953,16.317,16.317,23.902,23.902,26.545,26.545
1099,Girl 2 - 5 yrs,112.6,14.983,14.983,16.35,16.35,23.955,23.955,26.604,26.604
1100,Girl 2 - 5 yrs,112.7,15.013,15.013,16.384,16.384,24.007,24.007,26.663,26.663
1101,Girl 2 - 5 yrs,112.8,15.043,15.043,16.417,16.417,24.059,24.059,26.723,26.723
1102,Girl 2 - 5 yrs,112.9,15.073,15.073,16.451,16.451,24.112,24.112,26.783,26.783
1103,Girl 2 - 5 yrs,113,15.103,15.103,16.484,16.484,24.165,24.165,26.843,26.843
1104,Girl 2 - 5 yrs,113.1,15.133,15.133,16.517,16.517,24.218,24.218,26.903,26.903
1105,Girl 2 - 5 yrs,113.2,15.164,15.164,16.551,16.551,24.271,24.271,26.963,26.963
1106,Girl 2 - 5 yrs,113.3,15.194,15.194,16.584,16.584,24.324,24.324,27.023,27.023
1107,Girl 2 - 5 yrs,113.4,15.224,15.224,16.618,16.618,24.377,24.377,27.084,27.084
1108,Girl 2 - 5 yrs,113.5,15.254,15.254,16.652,16.652,24.43,24.43,27.144,27.144
1109,Girl 2 - 5 yrs,113.6,15.285,15.285,16.685,16.685,24.484,24.484,27.205,27.205
1110,Girl 2 - 5 yrs,113.7,15.315,15.315,16.719,16.719,24.537,24.537,27.265,27.265
1111,Girl 2 - 5 yrs,113.9,15.376,15.376,16.786,16.786,24.644,24.644,27.387,27.387
1112,Girl 2 - 5 yrs,114,15.406,15.406,16.82,16.82,24.698,24.698,27.448,27.448
1113,Girl 2 - 5 yrs,114.1,15.437,15.437,16.854,16.854,24.751,24.751,27.509,27.509
1114,Girl 2 - 5 yrs,114.2,15.467,15.467,16.888,16.888,24.805,24.805,27.57,27.57
1115,Girl 2 - 5 yrs,114.3,15.498,15.498,16.922,16.922,24.859,24.859,27.631,27.631
1116,Girl 2 - 5 yrs,114.4,15.528,15.528,16.956,16.956,24.913,24.913,27.692,27.692
1117,Girl 2 - 5 yrs,114.5,15.559,15.559,16.99,16.99,24.967,24.967,27.754,27.754
1118,Girl 2 - 5 yrs,114.6,15.59,15.59,17.024,17.024,25.021,25.021,27.815,27.815
1119,Girl 2 - 5 yrs,114.7,15.62,15.62,17.058,17.058,25.075,25.075,27.876,27.876
1120,Girl 2 - 5 yrs,114.8,15.651,15.651,17.092,17.092,25.129,25.129,27.938,27.938
1121,Girl 2 - 5 yrs,114.9,15.682,15.682,17.126,17.126,25.183,25.183,28,28
1122,Girl 2 - 5 yrs,115,15.712,15.712,17.16,17.16,25.238,25.238,28.061,28.061
1123,Girl 2 - 5 yrs,115.1,15.743,15.743,17.194,17.194,25.292,25.292,28.123,28.123
1124,Girl 2 - 5 yrs,115.2,15.774,15.774,17.229,17.229,25.346,25.346,28.185,28.185
1125,Girl 2 - 5 yrs,115.3,15.805,15.805,17.263,17.263,25.401,25.401,28.247,28.247
1126,Girl 2 - 5 yrs,115.4,15.836,15.836,17.297,17.297,25.455,25.455,28.309,28.309
1127,Girl 2 - 5 yrs,115.5,15.866,15.866,17.331,17.331,25.51,25.51,28.371,28.371
1128,Girl 2 - 5 yrs,115.6,15.897,15.897,17.365,17.365,25.564,25.564,28.433,28.433
1129,Girl 2 - 5 yrs,115.7,15.928,15.928,17.4,17.4,25.619,25.619,28.495,28.495
1130,Girl 2 - 5 yrs,115.8,15.959,15.959,17.434,17.434,25.673,25.673,28.557,28.557
1131,Girl 2 - 5 yrs,115.9,15.99,15.99,17.468,17.468,25.728,25.728,28.619,28.619
1132,Girl 2 - 5 yrs,116,16.021,16.021,17.503,17.503,25.783,25.783,28.681,28.681
1133,Girl 2 - 5 yrs,116.1,16.052,16.052,17.537,17.537,25.837,25.837,28.744,28.744
1134,Girl 2 - 5 yrs,116.2,16.082,16.082,17.571,17.571,25.892,25.892,28.806,28.806
1135,Girl 2 - 5 yrs,116.3,16.113,16.113,17.606,17.606,25.947,25.947,28.868,28.868
1136,Girl 2 - 5 yrs,116.4,16.144,16.144,17.64,17.64,26.002,26.002,28.931,28.931
1137,Girl 2 - 5 yrs,116.5,16.175,16.175,17.674,17.674,26.057,26.057,28.993,28.993
1138,Girl 2 - 5 yrs,116.6,16.206,16.206,17.708,17.708,26.112,26.112,29.057,29.057
1139,Girl 2 - 5 yrs,116.7,16.237,16.237,17.743,17.743,26.167,26.167,29.119,29.119
1140,Girl 2 - 5 yrs,116.8,16.268,16.268,17.777,17.777,26.222,26.222,29.182,29.182
1141,Girl 2 - 5 yrs,116.9,16.298,16.298,17.812,17.812,26.277,26.277,29.244,29.244
1142,Girl 2 - 5 yrs,117,16.329,16.329,17.846,17.846,26.332,26.332,29.307,29.307
1143,Girl 2 - 5 yrs,117.1,16.36,16.36,17.881,17.881,26.387,26.387,29.37,29.37
1144,Girl 2 - 5 yrs,117.2,16.391,16.391,17.915,17.915,26.442,26.442,29.432,29.432
1145,Girl 2 - 5 yrs,117.3,16.422,16.422,17.949,17.949,26.497,26.497,29.495,29.495
1146,Girl 2 - 5 yrs,117.4,16.453,16.453,17.984,17.984,26.552,26.552,29.558,29.558
1147,Girl 2 - 5 yrs,117.5,16.484,16.484,18.018,18.018,26.607,26.607,29.621,29.621
1148,Girl 2 - 5 yrs,117.6,16.515,16.515,18.053,18.053,26.663,26.663,29.684,29.684
1149,Girl 2 - 5 yrs,117.8,16.577,16.577,18.122,18.122,26.773,26.773,29.809,29.809
1150,Girl 2 - 5 yrs,117.9,16.608,16.608,18.156,18.156,26.828,26.828,29.872,29.872
1151,Girl 2 - 5 yrs,118,16.639,16.639,18.19,18.19,26.883,26.883,29.935,29.935
1152,Girl 2 - 5 yrs,118.1,16.67,16.67,18.225,18.225,26.939,26.939,29.998,29.998
1153,Girl 2 - 5 yrs,118.2,16.701,16.701,18.259,18.259,26.994,26.994,30.061,30.061
1154,Girl 2 - 5 yrs,118.3,16.732,16.732,18.294,18.294,27.049,27.049,30.124,30.124
1155,Girl 2 - 5 yrs,118.4,16.763,16.763,18.328,18.328,27.104,27.104,30.187,30.187
1156,Girl 2 - 5 yrs,118.5,16.794,16.794,18.363,18.363,27.16,27.16,30.25,30.25
1157,Girl 2 - 5 yrs,118.6,16.825,16.825,18.397,18.397,27.215,27.215,30.313,30.313
1158,Girl 2 - 5 yrs,118.7,16.855,16.855,18.432,18.432,27.27,27.27,30.376,30.376
1159,Girl 2 - 5 yrs,118.8,16.886,16.886,18.466,18.466,27.326,27.326,30.44,30.44
1160,Girl 2 - 5 yrs,118.9,16.917,16.917,18.5,18.5,27.382,27.382,30.504,30.504
1161,Girl 2 - 5 yrs,119,16.948,16.948,18.534,18.534,27.437,27.437,30.567,30.567
1162,Girl 2 - 5 yrs,119.1,16.979,16.979,18.569,18.569,27.492,27.492,30.63,30.63
1163,Girl 2 - 5 yrs,119.2,17.01,17.01,18.603,18.603,27.548,27.548,30.693,30.693
1164,Girl 2 - 5 yrs,119.3,17.04,17.04,18.638,18.638,27.603,27.603,30.756,30.756
1165,Girl 2 - 5 yrs,119.4,17.071,17.071,18.672,18.672,27.658,27.658,30.82,30.82
1166,Girl 2 - 5 yrs,119.5,17.102,17.102,18.706,18.706,27.714,27.714,30.883,30.883
1167,Girl 2 - 5 yrs,119.6,17.133,17.133,18.741,18.741,27.769,27.769,30.946,30.946
1168,Girl 2 - 5 yrs,119.7,17.164,17.164,18.775,18.775,27.825,27.825,31.009,31.009
1169,Girl 2 - 5 yrs,119.8,17.195,17.195,18.81,18.81,27.88,27.88,31.073,31.073
1170,Girl 2 - 5 yrs,119.9,17.226,17.226,18.844,18.844,27.935,27.935,31.136,31.136
